comparison_id,label,mode,generated_path,reference_path,sample_rate,generated_source_rate,reference_source_rate,generated_duration_sec,reference_duration_sec,duration_delta_ms,generated_rms_db,reference_rms_db,rms_delta_db,generated_peak_db,reference_peak_db,peak_delta_db,generated_zero_crossing_rate,reference_zero_crossing_rate,zero_crossing_delta,alignment_lag_samples,alignment_lag_ms,aligned_duration_sec,waveform_rmse,normalized_cross_correlation,snr_db,log_spectral_distance_db,spectral_convergence,generated_spectral_centroid_hz,reference_spectral_centroid_hz,spectral_centroid_delta_hz,generated_spectral_rolloff95_hz,reference_spectral_rolloff95_hz,spectral_rolloff95_delta_hz,generated_spectral_slope_db_per_khz,reference_spectral_slope_db_per_khz,spectral_slope_delta_db_per_khz,generated_low_band_ratio,reference_low_band_ratio,low_band_ratio_delta,generated_mid_band_ratio,reference_mid_band_ratio,mid_band_ratio_delta,generated_high_band_ratio,reference_high_band_ratio,high_band_ratio_delta,generated_f0_hz,reference_f0_hz,f0_delta_hz,f0_delta_cents,generated_formant_confidence,reference_formant_confidence,generated_formant_notes,reference_formant_notes,formant_mae_hz,generated_f1_hz,reference_f1_hz,f1_delta_hz,generated_f2_hz,reference_f2_hz,f2_delta_hz,generated_f3_hz,reference_f3_hz,f3_delta_hz
a_sample_vs_sample,a,vowel,research/data/raw/reference/sample.wav,research/data/raw/reference/sample.wav,44100,16000,16000,0.450000,0.450000,0.000000,-18.339930,-18.339930,0.000000,-14.112403,-14.112403,0.000000,0.009927,0.009927,0.000000,0,0.000000,0.450000,0.000000,1.000000,262.976511,0.000000,0.000000,264.058068,264.058068,0.000000,442.222222,442.222222,0.000000,-5.702938,-5.702938,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,219.402985,219.402985,0.000000,0.000000,0.333333,0.333333,missing_1;missing_2,missing_1;missing_2,0.000000,,,,,,,2674.756270,2674.756270,0.000000
