comparison_id,label,mode,generated_path,reference_path,sample_rate,generated_source_rate,reference_source_rate,generated_duration_sec,reference_duration_sec,duration_delta_ms,generated_rms_db,reference_rms_db,rms_delta_db,generated_peak_db,reference_peak_db,peak_delta_db,generated_zero_crossing_rate,reference_zero_crossing_rate,zero_crossing_delta,alignment_lag_samples,alignment_lag_ms,aligned_duration_sec,waveform_rmse,normalized_cross_correlation,snr_db,log_spectral_distance_db,spectral_convergence,generated_spectral_centroid_hz,reference_spectral_centroid_hz,spectral_centroid_delta_hz,generated_spectral_rolloff95_hz,reference_spectral_rolloff95_hz,spectral_rolloff95_delta_hz,generated_spectral_slope_db_per_khz,reference_spectral_slope_db_per_khz,spectral_slope_delta_db_per_khz,generated_peak_frequency_hz,reference_peak_frequency_hz,peak_frequency_delta_hz,generated_spectral_flatness,reference_spectral_flatness,spectral_flatness_delta,generated_low_band_ratio,reference_low_band_ratio,low_band_ratio_delta,generated_mid_band_ratio,reference_mid_band_ratio,mid_band_ratio_delta,generated_high_band_ratio,reference_high_band_ratio,high_band_ratio_delta,generated_air_band_ratio,reference_air_band_ratio,air_band_ratio_delta,generated_noise_band_ratio,reference_noise_band_ratio,noise_band_ratio_delta,generated_f0_hz,reference_f0_hz,f0_delta_hz,f0_delta_cents,generated_formant_confidence,reference_formant_confidence,generated_formant_notes,reference_formant_notes,formant_mae_hz,generated_f1_hz,reference_f1_hz,f1_delta_hz,generated_f2_hz,reference_f2_hz,f2_delta_hz,generated_f3_hz,reference_f3_hz,f3_delta_hz
shi_し_vs_し,shi,noise,research/data/raw/reference/utau-samples/maoto/単独音/し.wav,research/data/raw/reference/utau-samples/maoto/単独音/し.wav,44100,44100,44100,0.180000,0.180000,0.000000,-22.039506,-22.039506,0.000000,-8.129831,-8.129831,0.000000,0.242661,0.242661,0.000000,0,0.000000,0.180000,0.000000,1.000000,258.997111,0.000000,0.000000,5747.933908,5747.933908,0.000000,7994.444444,7994.444444,0.000000,-3.031162,-3.031162,0.000000,5222.222222,5222.222222,0.000000,0.133934,0.133934,0.000000,0.008537,0.008537,0.000000,0.016591,0.016591,0.000000,0.924916,0.924916,0.000000,0.049956,0.049956,0.000000,0.974872,0.974872,0.000000,127.089337,127.089337,0.000000,0.000000,0.000000,0.000000,unsupported_vowel,unsupported_vowel,,,,,,,,,,
