sample_id,speaker_id,take_id,boundary_confidence,activity_onset_sec,periodicity_onset_sec,stable_pitch_onset_sec,stable_source_onset_sec,stable_vowel_onset_sec,f0_hz_onset,f0_hz_stable,f0_hz_delta,periodicity_onset,periodicity_stable,periodicity_delta,rms_db_onset,rms_db_stable,rms_db_delta,hnr_db_onset,hnr_db_stable,hnr_db_delta,h1_h2_db_onset,h1_h2_db_stable,h1_h2_db_delta,spectral_slope_db_khz_onset,spectral_slope_db_khz_stable,spectral_slope_db_khz_delta,f1_hz_onset,f1_hz_stable,f1_hz_delta,f2_hz_onset,f2_hz_stable,f2_hz_delta
onset-kaneda-modal-a,金田朋子,modal,1.0,0.445,0.48,0.51,0.51,0.54,452.8301886792453,461.53846153846155,177.5147928994083,0.35382932277913953,0.9623260755360736,0.6587034203378171,-63.973291252039424,-15.159252708778247,38.277899886101544,-2.3845659184977563,14.072813910701136,17.677918509928812,1.5193903371363782,-0.00879892844259666,-6.52108569746546,-1.1625914881772175,0.1773678444967176,-1.4414570800357622,1368.1246981273232,841.0028308002776,-216.15670615145984,2288.8222560108843,1408.6150561577822,-832.9459416083489
onset-kaneda-dark-a,金田朋子,dark,1.0,0.395,0.465,0.535,0.575,0.605,301.8867924528302,280.70175438596493,-136.68954996186113,0.4233945031021027,0.878321727101379,0.5489102505425918,-62.9744523493339,-18.76110669434505,41.712575723742845,-0.8607628398040637,8.587636686828228,11.674810595179265,4.539903849020711,6.9711167093540745,5.426453082234911,-2.4239831198199853,-2.571986891148487,-3.18740268497963,1355.2204618990877,1335.8202965800251,-89.59286216862915,2238.4018643300806,1722.2195546964103,-654.9936355285136
